name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number
"SNOWFIELD, LLC",LLC,MT,NULL,"GCRE, BOZEMAN",NULL,NULL,NULL,NULL,NULL,C276065
"FOX LAND AND LUMBER, LLC",LLC,MT,#25 RIVERBEND COURT,HAMILTON,NULL,NULL,NULL,NULL,NULL,C108145
MONTANA YOGA CENTER LLC,LLC,MT,1211 W GOLD ST,BUTTE,NULL,NULL,NULL,NULL,NULL,C1118064
DAN TINTINGER HAULING INC.,CORPORATION,MT,401 BAKER AVENUE,WHITEFISH,NULL,NULL,190 RIVERBEND ROAD,BIGFORK,NULL,D183316
NED ENTERPRISES INC,CORPORATION,MT,214 S. MAIN,BRIDGER,NULL,NULL,231 EAST,BRIDGER,NULL,D074622
"SEWER DISTRICT, LLC",LLC,MT,3011 AMERICAN WAY,MISSOULA,NULL,NULL,3011 AMERICAN WAY,MISSOULA,NULL,C1153525
"LARRY G. OBIE, O.D., PLLC",LLC,MT,1330 12TH AVENUE,HAVRE,NULL,NULL,NULL,NULL,NULL,C225374
"THE MORTGAGE FIRM, INC.",CORPORATION,MT,1276 N 15TH AVE STE 103,BOZEMAN,NULL,NULL,1276 N 15TH AVE STE 103,BOZEMAN,NULL,D131932
HYLANDE TOWNHOUSE HOMEOWNERS ASSOCIATION,CORPORATION,MT,317 20TH AVE SOUTH,GREAT FALLS,NULL,NULL,317 20TH AVE,SOUTH GREAT FALLS,NULL,D052848
"T.S.G., INC.",CORPORATION,MT,210 WATTS LN,KALISPELL,NULL,NULL,210 WATTS LANE,KALISPELL,59901,D070794
"TKA PROPERTIES, LLC",LLC,MT,1276 NORTH 15TH AVE - 103,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C184849
JOHN POTTER STUDIO LLC,LLC,MT,1011 SOUTH MCGILLEN AVENUE,RED LODGE,NULL,NULL,1011 SOUTH MCGILLEN AVENUE,RED LODGE,NULL,C1096194
"TOP STAR 1001 OAK, LLC",LLC,MT,1276 N 15TH AVE STE 103,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1068164
NJE SOFTWARE LLC,LLC,MT,206 3RD AVE,LAUREL,NULL,NULL,NULL,NULL,NULL,C271124
"TOP STAR CFALLS, LLC",LLC,MT,"GCRE, LLC",BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1068168
HOLMAN CONSTRUCTION INCORPORATED,CORPORATION,MT,960 SWAN RIVER RD,BIGFORK,NULL,NULL,190 SWAN,RETREAT BIGFORK,NULL,D194699
L&D DELIVERY LLC,LLC,MT,2311 W CRESCENT DR,MISSOULA,NULL,NULL,NULL,NULL,NULL,C236995
"TOP STAR MARTEL, LLC",LLC,MT,"GCRE, LLC",BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1068162
46TH AND CENTRAL CONDOMINIUM,CORPORATION,MT,4513 CENTRAL AVE.,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,D1064256
ALLIANCE ENGINEERING LLC,LLC,MT,4475 US HIGHWAY 93 S,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C233298
"TOP STAR PROPERTIES, LLC",LLC,MT,"GCRE, LLC",BOZEMAN,NULL,NULL,NULL,NULL,NULL,C277116
"TOP STAR WP, LLC",LLC,MT,1276 N 15 AVE STE 103,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1074222
"GEM LUMBER SALES, INC.",CORPORATION,MT,#25 RIVERBEND CT,HAMILTON,NULL,NULL,NULL,NULL,NULL,D234995
"HEART OF THE VALLEY, INC.",CORPORATION,MT,1549 EAST CAMERON BRIDGE ROAD,BOZEMAN,NULL,NULL,1549 EAST CAMERON BRIDGE ROAD,MARLA CAULK BOZEMAN,59718,D038713
"TEEL J, INC.",CORPORATION,MT,1265 SWENSON ROAD,TURNER,NULL,NULL,1265 SWENSON ROAD,TURNER,NULL,D086646
"CREATIVE FINANCE & INVESTMENTS, LLC",LLC,MT,1821 SOUTH AVE W STE 407,MISSOULA,NULL,NULL,NULL,NULL,NULL,C082242
AMD INCORPORATED,CORPORATION,MT,248 BIG ELK RD,TWO DOT,NULL,NULL,248 BIG ELK ROAD,TWO DOT,NULL,D1064163
"WALTON HOMESTEAD APARTMENT OWNERS ASSOCIATION, INC.",CORPORATION,MT,1276 N 15 AVE STE 103,BOZEMAN,NULL,NULL,NULL,NULL,NULL,D140542
MELVILLE CONSTRUCTION INC.,CORPORATION,MT,SW OF,HARDIN,59034,NULL,1489 WEST BOEHS ROAD,HARDIN,NULL,D048900
"MELISSA LEWIS & ASSOCIATES, LLC",LLC,MT,1127 5TH AVENUE,HELENA,NULL,NULL,NULL,NULL,NULL,C218228
TNT CONSTRUCTION OF MONTANA LLC.,LLC,MT,800 ILLINOIS STREET,CHINOOK,NULL,NULL,565 NORTHFORK ROAD,CHINOOK,NULL,C270356
NOECO INC.,CORPORATION,MT,906 1/2 S ADAMS AVENUE,RED LODGE,NULL,NULL,2 ASPEN LANE,RED LODGE,NULL,D054695
"BRIDGE DEVELOPMENT, LLC",LLC,MT,207 NORTH BROADWAY,BELGRADE,NULL,NULL,NULL,NULL,NULL,C274248
"WALTON HOMESTEAD COMMERCIAL OWNERS ASSOCIATION, INC.",CORPORATION,MT,1276 N 15 AVE STE 103,BOZEMAN,NULL,NULL,NULL,NULL,NULL,D140541
THE 124 GROUP LLC,LLC,MT,124 NORTH 29TH STREET,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1022630
"KAM, LLC",LLC,MT,"1516 W BABCOCK, SUITE 1",BOZEMAN,NULL,NULL,1516 W BABCOCK SUITE 1,BOZEMAN,NULL,C088639
"LOWER WILLOW CREEK RANCH, LLC",LLC,MT,6166 LARCH CANYON RD,MISSOULA,NULL,NULL,NULL,NULL,NULL,C210755
"PANKRATZ GRAIN, LLC",LLC,MT,102 PANKRATZ ROAD,FRAZER,NULL,NULL,NULL,NULL,NULL,C210603
"WINDY RIDGE, LLC",LLC,MT,NULL,"GCRE, BOZEMAN",NULL,NULL,NULL,NULL,NULL,C127169
"T.L.F. HOLDINGS, L.L.C.",LLC,MT,#25 RIVERBEND CT,HAMILTON,NULL,NULL,NULL,NULL,NULL,C232388
"OLD SCHOOL CONSTRUCTION, INC.",CORPORATION,MT,315 S GRANT,RED LODGE,NULL,NULL,315 SOUTH GRANT AVE,RED LODGE,NULL,D185166
"VINLEE, LLC",LLC,MT,116 W CALLENDER,LIVINGSTON,NULL,NULL,NULL,NULL,NULL,C1050298
"LAUNDRY LOOPS, INC.",CORPORATION,MT,"201 S WALLACE AVE, UNIT B1C",BOZEMAN,NULL,NULL,201 SO WALLACE AVE UNIT B1C,BOZEMAN,59715,D104150
"WOODLAND PARK PHASE I & 4A BUSINESS PARK OWNERS' ASSOCIATION, INC.",CORPORATION,MT,"GCRE, LLC",BOZEMAN,NULL,NULL,NULL,NULL,NULL,D238507
"BRIDGE CAVE CREEK, LLC",LLC,MT,1 WEST MAIN,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1116643
FULLY WILD LLC,LLC,MT,28 LARIAT LOOP,ENNIS,NULL,NULL,NULL,NULL,NULL,C227541
"BIG SKY MOTORCYCLES, L.L.C.",LLC,MT,4258 10TH AVE SO,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,C104370
"BRIDGE GILLETTE, LLC",LLC,MT,ONE WEST MAIN STREET,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1116644
"P.D.Q. JANITORIAL SERVICES, INC",CORPORATION,MT,815 S GRANT,RED LODGE,NULL,NULL,815 S GRANT,RED LODGE,NULL,D093077
"KLOH PROPERTY SERVICES, LLC",LLC,MT,5673 SAXSON WAY UNIT H,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1129059
"WOODLAND PARK PHASES I, II, III, IV B, IV C & V RESIDENTIAL OWNERS' ASSOCIATION, INC.",CORPORATION,MT,1276 N 15 AVE STE 103,BOZEMAN,NULL,NULL,1276 N 15TH AVE STE 103,BOZEMAN,NULL,D238508
ALDERMAN RIVER RANCH LLC.,LLC,MT,4187 EAST GALLATIN RD.,BELGRADE,NULL,NULL,NULL,NULL,NULL,C105220
"BRIDGE ROSEVILLE, LLC",LLC,MT,1 WEST MAIN,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1116647
TWO RIVERS AUTHORITY,CORPORATION,MT,1015 N LESSARD AVE,HARDIN,NULL,NULL,1015 N LESSARD AVE,HARDIN,NULL,D140098
CREST PROPERTIES OF MONTANA LLC,LLC,MT,3134 SYCAMORE LANE,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1049937
"W.J.M. ENTERPRISES, INC.",CORPORATION,MT,50 OLD BULL TR,ROUNDUP,NULL,NULL,50 OLD BULL TR,ROUNDUP,NULL,D103118
DANDY RENTALS LLC,LLC,MT,813 AVENUE F,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1044249
PRATT ENTERPRISES INC,CORPORATION,MT,58 BELL ROAD,ROBERTS,NULL,NULL,58 BELL ROAD,ROBERTS,NULL,D1039410
PRIME CORNER LLC,LLC,MT,2280 GRANT RD STE A,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1127393
"JD PANKRATZ, LLC",LLC,MT,102 PANKRATZ RD,FRAZER,NULL,NULL,NULL,NULL,NULL,C1124093
"PARK HOTEL, LLC",LLC,MT,107 MAIN ST,GARDINER,NULL,NULL,NULL,NULL,NULL,C270885
"WITT AND ASSOCIATES REALTY, LTD.",CORPORATION,MT,"1516 W BABCOCK, SUITE 1",BOZEMAN,NULL,NULL,1516 W BABCOCK SUITE 1,BOZEMAN,NULL,D081146
"REID SMITH ARCHITECTS, INC.",CORPORATION,MT,212 S. TRACY AVE,BOZEMAN,NULL,NULL,212 S. TRACY AVE,BOZEMAN,NULL,D124106
23S LLC,LLC,MT,328 SKY PORT WAY,SEELEY LAKE,NULL,NULL,NULL,NULL,NULL,C1022906
"EMS INVESTMENTS, INC.",CORPORATION,MT,1440 SHAW LANE,BILLINGS,NULL,NULL,1440 SHAW LANE,BILLINGS,NULL,D1118069
MONTANA TROUTAHOLIC OUTFITTERS LLC,LLC,MT,6166 LARCH CANYON RD,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1142355
"WOLFENDEN, LLC",LLC,MT,1506 WHEELBARROW CREEK RD,STEVENSVILLE,NULL,NULL,1506 WHEELBARROW CREEK ROAD,STEVENSVILLE,NULL,C196130
"MOEN POWERSPORTS, L.L.C.",LLC,MT,4258 10TH AVE SO,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,C205261
"JPW INVESTMENTS, LLC",LLC,MT,"27 N 27TH STREET, SUITE 1900",BILLINGS,NULL,NULL,NULL,NULL,NULL,C216849
"PROSEYR, INC.",CORPORATION,MT,9 WHITETAIL LANE,RED LODGE,NULL,NULL,13 N. BROADWAY AVE.,RED LODGE,NULL,D159359
FOX TROT HOME DECOR LLC,LLC,MT,5044 FOX TROT DR.,HELENA,NULL,NULL,NULL,NULL,NULL,C1138853
"WITT FAMILY INVESTMENTS, LTD.",CORPORATION,MT,"1516 W. BABCOCK, SUITE 1",BOZEMAN,NULL,NULL,1516 W BABCOCK SUITE 1,BOZEMAN,NULL,D081145
NORTHEAST NEIGHBORHOOD ASSOCIATION,CORPORATION,MT,724 N,BOZEMAN,59715,NULL,724 N,BOZEMAN,NULL,D112324
"OBIE GOLF, INC.",CORPORATION,MT,1330 12TH AVENUE,HAVRE,NULL,NULL,1330 12TH AVENUE,HAVRE,NULL,D186308
TROUTAHOLIC SNOW REMOVAL LLC,LLC,MT,6166 LARCH CANYON RD,MISSOULA,NULL,NULL,6166 LARCH CANYON RD,MISSOULA,NULL,C257264
"GULLEDGE CONSULTING, LLC",LLC,MT,27730 MELITA ISLAND ROAD,POLSON,NULL,NULL,NULL,NULL,NULL,C1103621
"GLACIER SYMPHONY AND CHORALE, INC.",CORPORATION,MT,69 N MAIN ST,KALISPELL,NULL,NULL,69 N MAIN ST.,KALISPELL,NULL,D121024
LIVINGSTON INN LLC,LLC,MT,"107 MAIN STREET, #1027",GARDINER,NULL,NULL,NULL,NULL,NULL,C1135389
MONTANA TRUSS & LUMBER COMPANY,CORPORATION,MT,#25 RIVERBEND CT,HAMILTON,NULL,NULL,NULL,NULL,NULL,D225684
"QUARTER MOON, INC",CORPORATION,MT,113 S. BROADWAY,RED LODGE,NULL,NULL,113 S. BROADWAY,RED LODGE,NULL,D149267
"MONTANA R & C, LLC",LLC,MT,1415 W PARK ST LIVINGSTON59047,BIG TIMBER,NULL,NULL,NULL,NULL,NULL,C243655
WIND SPIRIT RANCH LLC,LLC,MT,612 OREA CREEK,LIVINGSTON,NULL,NULL,NULL,NULL,NULL,C1100983
SHEEP DOG LLC,LLC,MT,104 S. 4TH STREET,HAMILTON,NULL,NULL,NULL,NULL,NULL,C1130414
DELRIDGE LLC,LLC,MT,2223 ELM STREET,BILLINGS,NULL,NULL,NULL,NULL,NULL,C248123
"MW MONTANA RENTALS, LLC",LLC,MT,1516 W BABCOCK STE 1,BOZEMAN,NULL,NULL,1516 W BABCOCK SUITE 1,BOZEMAN,NULL,C246044
RED LODGE ALES BREWING COMPANY,CORPORATION,MT,1445 N BROADWAY,RED LODGE,NULL,NULL,1445 NORTH BROADWAY,RED LODGE,NULL,D115208
MONTANA FISHING PROPERTIES LLC,LLC,MT,6166 LARCH CANYON RD,MISSOULA,NULL,NULL,NULL,NULL,NULL,C257270
"PANKRATZ FARM & GRAINS, INC.",CORPORATION,MT,102 PANKRATZ RD,FRAZER,NULL,NULL,100 PANKRATZ ROAD,FRAZER,NULL,D1124100
"LIVINGSTON INVESTMENTS, LLC",LLC,MT,101 NORTH E STREET,LIVINGSTON,NULL,NULL,NULL,NULL,NULL,E057006
BLODGETT VIEW ESTATES CONDOMINIUMS,CORPORATION,MT,320 S 2ND,HAMILTON,NULL,NULL,320 S 2ND,HAMILTON,NULL,D078526
TJ FRY LLC,LLC,MT,32 PHEASANT RUN UNIT 204,WHITEFISH,59937,NULL,NULL,NULL,NULL,C277140
"FOX FOREST PRODUCTS, INC.",CORPORATION,MT,#25 RIVERBEND CT,HAMILTON,NULL,NULL,25 RIVERBEND COURT,"HAMILTON, MT",NULL,D159876
"GLEN HAVEN PROPERTIES, INC.",CORPORATION,MT,1516 W BABCOCK STE 1,BOZEMAN,NULL,NULL,1516 W BABCOCK SUITE 1,BOZEMAN,NULL,D111061
"L & L OBIE FARMS, LLC",LLC,MT,1330 12TH AVE,HAVRE,NULL,NULL,NULL,NULL,NULL,C269111
GOING TO THE SUN GALLERY LLC,LLC,MT,316 ORCHARD RIDGE,KALISPELL,NULL,NULL,NULL,NULL,NULL,C236082
"MONTANA HOMES, LLC",LLC,MT,HC87 BOX 2140,BIG TIMBER,NULL,NULL,NULL,NULL,NULL,C078602
RED LODGE CHAMBER OF COMMERCE,CORPORATION,MT,612 N BROADWAY,RED LODGE,NULL,NULL,NULL,NULL,NULL,D021421
N 31ST LLC,LLC,MT,2223 ELM STREET,BILLINGS,NULL,NULL,NULL,NULL,NULL,C248125
"DALY HOSPITAL FOUNDATION, INC.",CORPORATION,MT,350 RYMAN ST.,MISSOULA,NULL,NULL,1200 WESTWOOD DRIVE,HAMILTON,NULL,D070247
HARDY BRANDS COMPANY,CORPORATION,MT,"1716 W MAIN, STE 8A",BOZEMAN,NULL,NULL,1716 WEST MAIN STE 8A,BOZEMAN,NULL,D257800
"CARDINAL PROPERTIES, INC.",CORPORATION,MT,320 SOUTH 2ND STREET,HAMILTON,NULL,NULL,320 S 2ND,HAMILTON,NULL,D073574
FAMILY PHARMS LLC,LLC,MT,621 OUTBACK ROAD,FLORENCE,NULL,NULL,NULL,NULL,NULL,C1153531
STRATEGIC OPTIMIST LLC,LLC,MT,"32 PHEASANT RUN, UNIT 204",WHITEFISH,NULL,NULL,NULL,NULL,NULL,C276548
"PANKRATZ FARMS, INC.",CORPORATION,MT,102 PANKRATZ RD,FRAZER,NULL,NULL,100 PANKRATZ ROAD,FRAZER,NULL,D042179
"MARK V. REICHMAN MD, LLC",LLC,MT,437 FIRST STREET,HAVRE,NULL,NULL,NULL,NULL,NULL,C1096285
"ARTURO ECHEVERRI PROPERTIES, LLC",LLC,MT,1742 OAKRIDGE LN,BILLINGS,NULL,NULL,NULL,NULL,NULL,C172767
YOGO PROPERTIES LLC,LLC,MT,32 PHEASANT RUN UNIT 204,WHITEFISH,59937,NULL,NULL,NULL,NULL,C1115423
S & L COONEY L.L.C.,LLC,MT,310 W SPRUCE ST,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1153532
"DOUBLE O TRUCKING, INC.",CORPORATION,MT,5 ELIZA DR UNIT B,MANHATTAN,NULL,NULL,5 ELIZA DR UNIT B,MANHATTAN,NULL,D129218
GYPZ ROAD CONTRACTING LLC,LLC,MT,411A MILL STREET,SHERIDAN,NULL,NULL,NULL,NULL,NULL,C1095391
"PONDEROSA FILMS, LLC",LLC,MT,1405 WINEGLASS LN,LIVINGSTON,NULL,NULL,NULL,NULL,NULL,C276172
HERITAGE PLACE CONDOMINIUMS,CORPORATION,MT,320 S 2ND,HAMILTON,NULL,NULL,NULL,NULL,NULL,D112572
DRIFTWORKS DESIGNS LLC,LLC,MT,2506 GOLD RUSH AVE.,HELENA,NULL,NULL,NULL,NULL,NULL,C1153534
EITE ACCOUNTING & CONSULTING LLC,LLC,MT,1272 GRUBSTAKE CIR,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1153535
"BARB KENT REALTY, LLC",LLC,MT,320 LAKE DRIVE,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C169048
"ANSPACH HANSON RECREATIONAL PROPERTIES, LLC",LLC,MT,4608 PALISADES PARK DR,BILLINGS,NULL,NULL,NULL,NULL,NULL,C140689
FRONTIER CONTRACTING LLC,LLC,MT,4118 US HWY 312,BILLINGS,NULL,NULL,NULL,NULL,NULL,C1129829
"X LAZY H, LLC",LLC,MT,10087 US HWY 212,JOLIET,NULL,NULL,10087 US HWY 212 GREGORY H HAUX,JOLIET,NULL,C1153536
BROTHER BONE INC,CORPORATION,MT,400 EUCLID AVE,HELENA,NULL,NULL,617,HELENA,NULL,D161308
PINE PARK,CORPORATION,MT,320 S. 2ND,HAMILTON,NULL,NULL,320 S. 2ND,HAMILTON,NULL,D057420
"THE ARTHRITIS AND OSTEOPOROSIS CENTER, P.C.",CORPORATION,MT,3232 LLOYD MANGRUM LANE,BILLINGS,NULL,NULL,3232 LLOYD MANGRUM LANE,BILLINGS,NULL,D073981
"DAVID WILLIAM SWITZER, MS, DABR, LLC",LLC,MT,3132 FORSYTHIA BOULEVARD,BILLINGS,NULL,NULL,NULL,NULL,NULL,C199015
OBOZ FOOTWEAR LLC,LLC,MT,402 N 5TH AVE,BOZEMAN,NULL,NULL,201 SOUTH WALLACE AVE. SUITE A-1,BOZEMAN,NULL,E053411
"ST. CLAIR CONSTRUCTION, INC.",CORPORATION,MT,498 HILLSIDE RANCH ROAD,ALBERTON,NULL,NULL,498 HILLSIDE RANCH ROAD,VICTOR,NULL,F042004
"JJ OUTDOORS, LLC",LLC,MT,"1082 CASSANDRA LN, UNIT B",BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1153317
EAMES & EAMES RENTALS LLC,LLC,MT,3609 SPALDING AVE,"DAVE EAMES, BILLINGS",NULL,NULL,3609 SPALDING AVE,DAVE EAMES BILLINGS,NULL,C267919
"ARROWHILL HOMEOWNERS ASSOCIATION, INC.",CORPORATION,MT,320 S. 2ND,HAMILTON,NULL,NULL,320 SOUTH 2ND ST,HAMILTON HAMILTON,NULL,D080060
"SUN HAVEN TANNING AND NAIL SALON, INC.",CORPORATION,MT,422 TUMBLEWEED DR,BILLINGS,NULL,NULL,3547 PEBBLE BROOK DR,BILLINGS,NULL,D135884
"TRANS-INVESTMENT DEVELOPMENT, L.L.C.",LLC,MT,101 NORTH E STREET,LIVINGSTON,NULL,NULL,101 NORTH E STREET,LIVINGSTON,NULL,E049859
"HOGAN PROPERTIES, LLC",LLC,MT,520 BUSNIESS HUB DRIVE,BELGRADE,NULL,NULL,NULL,NULL,NULL,C262297
"GRAPHIC DESIGN PLUS, LLC",LLC,MT,3132 FORSYTHIA BLVD,BILLINGS,NULL,NULL,NULL,NULL,NULL,C135615
"WILSON RENTALS, LLC",LLC,MT,2725 CASS LN,BILLINGS,NULL,NULL,NULL,NULL,NULL,C143703
"ASHEN COVE LANE, LLC",LLC,MT,838 FLANDERS CREEK AVE,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C1042652
"NORTH FLESHMAN CREEK, L.L.C.",LLC,MT,101 NORTH E STREET,LIVINGSTON,NULL,NULL,101 NORTH E STREET,LIVINGSTON,NULL,C143886
VICTOR NO. 8 HOMEOWNERS' ASSOCIATION,CORPORATION,MT,320 S 2ND,HAMILTON,NULL,NULL,320 S 2ND,HAMILTON,NULL,D054165
"ANIMAL CLINIC, P.C.",CORPORATION,MT,3584 RODEO RD,MISSOULA,NULL,NULL,920 SW HIGGINS AVE.,MISSOULA,NULL,D084911
"LAWSON LABS, INC.",CORPORATION,MT,"1555 CAMPUS WAY, STE F",BILLINGS,NULL,NULL,NULL,NULL,NULL,D055558
PMAC ENGINEERING LLC,LLC,MT,471 ASPEN CT,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1113381
"PICCADILLY MUSEUM, LLC",LLC,MT,20 WEST BROADWAY,BUTTE,NULL,NULL,NULL,NULL,NULL,C104452
"JASON & DALLAS ENTERPRISES, LLC",LLC,MT,5617 SCANDIA,SHEPHERD,NULL,NULL,NULL,NULL,NULL,C214803
A PLACE TO GROW PRESCHOOL L.L.C.,LLC,MT,37 SUNSET DR,KALISPELL,NULL,NULL,NULL,NULL,NULL,C250356
"HANICH LANDHOLDING, LLC",LLC,MT,920 SW HIGGINS AVE,MISSOULA,NULL,NULL,920 SW HIGGINS AVE.,MISSOULA,NULL,C189712
"OSMO FARMS, LLC",LLC,MT,1394 S,BUFFALO,NULL,NULL,NULL,NULL,NULL,C1041721
"NATIVE ENTERPRISES, LLC",LLC,MT,498 HILLSIDE RANCH ROAD,VICTOR,NULL,NULL,NULL,NULL,NULL,C1116081
SCHWEITZER HOMES & DESIGN LLC,LLC,MT,921 LODESTAR RD.,HELENA,NULL,NULL,NULL,NULL,NULL,C216690
ROCKY MOUNTAIN DISTRIBUTING LLC,LLC,MT,1394 S,BUFFALO,NULL,NULL,NULL,NULL,NULL,C240048
"THE MT DISTILLERY, LLC",LLC,MT,5566 EXPEDITION DR,LOLO,NULL,NULL,304 MAIN ST,STEVENSVILLE,NULL,C193193
LEHFELDT LAND & LIVESTOCK COMPANY LLC,LLC,MT,14 FIRST AVENUE EAST,LAVINA,NULL,NULL,NULL,NULL,NULL,C1076838
J. LEHFELDT LLC,LLC,MT,14 FIRST AVENUE EAST,LAVINA,NULL,NULL,NULL,NULL,NULL,C1076475
MERRY AERIE LLC,LLC,MT,1334 ELK MEADOWS LN,ANACONDA,NULL,NULL,NULL,NULL,NULL,C1132196
FAITH BAPTIST CHURCH BOZEMAN,CORPORATION,MT,406 PROSPECTOR TRL,BOZEMAN,NULL,NULL,NULL,NULL,NULL,D1153540
"NURTURE OUR NATURE, LLC",LLC,MT,2512 SYCAMORE ST.,MISSOULA,NULL,NULL,1806 SOUTH AVENUE,WEST MISSOULA,NULL,C1110603
"WAPITI HILLS GOLDMINES, LLC",LLC,MT,4187 EAST GALLATIN RD.,BELGRADE,NULL,NULL,NULL,NULL,NULL,C190370
INVESTMENT FOUNDATION LLC,LLC,MT,31733 SOUTH FORK YAAK ROAD,TROY,NULL,NULL,31733 SOUTH FORK YAAK ROAD,TROY,NULL,E1130839
SORDA LLC,LLC,MT,65013 HWY 43,WISE RIVER,NULL,NULL,NULL,NULL,NULL,C186624
CMAC LLC,LLC,MT,104 S. 4TH ST.,HAMILTON,NULL,NULL,NULL,NULL,NULL,C1130411
MLB LEASING L.L.C.,LLC,MT,1934 BROOKS ST,MISSOULA,NULL,NULL,NULL,NULL,NULL,C188284
ROCKY MOUNTAIN DRONES LLC,LLC,MT,1394 S,BUFFALO,NULL,NULL,NULL,NULL,NULL,C1153542
GALLATIN PLASTIC SURGERY PLLC,LLC,MT,"300 N WILLSON AVE, STE 300C",BOZEMAN,NULL,NULL,300 N WILLSON AVE STE 300C,BOZEMAN,NULL,C271947
"DOUBLE 'R' ACRES BLOCK 1, LOT 6 SUBDIVISION HOMEOWNERS' ASSOCIATION",CORPORATION,MT,4364 SIERRA DRIVE,MISSOULA,NULL,NULL,4364 SIERRA DRIVE,MISSOULA,NULL,D167698
"MCT ENTERPRISES, INC.",CORPORATION,MT,2417 21ST STREET WEST,BILLINGS,NULL,NULL,2671 GABEL ROAD,BILLINGS,NULL,D205044
"HCS WEST, LLC",LLC,MT,104 S. 4TH ST.,HAMILTON,NULL,NULL,NULL,NULL,NULL,C1026153
"FAMILY SOLUTIONS NETWORK, INC.",CORPORATION,MT,31733 SOUTH FORK YAAK ROAD,TROY,NULL,NULL,6885 BAUMAN STREET,BONNERS FERRY,NULL,F046027
YELLOWSTONE COUNTY 4-H COUNCIL,CORPORATION,MT,217 N 27TH,BILLINGS,NULL,NULL,NULL,NULL,NULL,D044478
"NC CATTLE COMPANY, INC.",CORPORATION,MT,14375 CR 346,FAIRVIEW,NULL,NULL,14375 CR 346,FAIRVIEW,NULL,D243486
"CAVESTONE PROPERTIES, LLC",LLC,MT,2001 STRAND AVE,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1109390
"COLUMBINE, LLC",LLC,MT,174 KIRKWOOD TRAIL LOOP,WEST YELLOWSTONE,NULL,NULL,174 KIRKWOOD TRAIL LOOP W,YELLOWSTONE,NULL,C253502
406 GENERAL CONSTRUCTION INC,CORPORATION,MT,1643 LEWIS STE 8,BILLINGS,NULL,NULL,8577 LONGMEADOW DR,BILLINGS,NULL,D1153544
"SCENIC CITY TRUCKING, LLC",LLC,MT,2239 AMSTERDAM RD,BELGRADE,NULL,NULL,2239 AMSTERDAM RD,BELGRADE,NULL,C101283
"SWANSON CONSULTING, INC.",CORPORATION,MT,14375 CR 346,FAIRVIEW,NULL,NULL,14375 CR 346,FAIRVIEW,NULL,D213767
"BCH ENTERPRISES, LLC",LLC,MT,202 W SPRUCE ST,MISSOULA,59802,NULL,NULL,NULL,NULL,C162662
"G.T.L., INC.",CORPORATION,MT,12320 LANDMARK LN,MISSOULA,NULL,NULL,12320 LANDMARK LN,MISSOULA,NULL,D131087
"OLIVER PERFORMANCE HORSES, LLC",LLC,MT,855 RAPELJE ROAD,BIG TIMBER,NULL,NULL,NULL,NULL,NULL,C1112022
"FUEL FITNESS & NUTRITION - BILLINGS, INC.",CORPORATION,MT,4110 MONTANA SAPPHIRE DR,BILLINGS,NULL,NULL,4110 MONTANA SAPPHIRE DR,BILLINGS,NULL,D262164
"CID, LLC.",LLC,MT,202 W SPRUCE ST,MISSOULA,59802,NULL,NULL,NULL,NULL,C158222
B AND M WOLD LLC,LLC,MT,1425 OLD TOWN ROAD,THREE FORKS,NULL,NULL,NULL,NULL,NULL,C1089946
"FLINTSTONE PAVING, INC.",CORPORATION,MT,2001 STRAND AVE,MISSOULA,NULL,NULL,12320 LANDMARK LN,MISSOULA,NULL,D1070431
YELLOWSTONE COUNTY 4-H FOUNDATION,CORPORATION,MT,301 N 27TH ST SUITE 330,BILLINGS,NULL,NULL,NULL,NULL,NULL,D056461
"AEREO, LLC",LLC,MT,1707 KM RANCH ROAD,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1153546
